                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    1450                                     1301                  7.5999999999999996E+000                  2.0000000000000000E-002                  3.9611384390154876E+007                  2.5399629411652570E-003                  1.1258959085230486E+004                  2.5091244517759438E+004                  4.1689189892991536E+001                  5.5506022665600810E+001                  0.0000000000000000E+000                  3.5866315582215787E-034                  4.4993122297206890E-025                  3.9675071667772538E-001                  1.7388686975883937E-021                  5.7845565839030966E-001                  2.3193073988845913E-002                  1.0021953390497100E+000                 -3.1391987152852663E-005                  6.0345000065883868E-005                  1.0316338274847706E-009                  1.4269950664837199E-003                  3.9193837097717765E-001                  1.0130186625692005E-005                  5.8376404917306435E-001                  2.3403336096909883E-002                  1.0020893345625315E+000                  9.9907100852081099E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0021948561720553E+000                  2.0991744772605148E+001                  1.0021941953642868E+000                  7.9642917995972606E+000                  2.6921085426580450E+006                  2.2539207280274798E+001                  3.9942033897137386E+005                  2.9793751786633806E+004                  1.4963394268985428E+004                  1.2784910929146936E+004                  6.6799506663591783E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.2500620096583840E+015                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20241124" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                       ye                                     pgas                                     prad                                    gradr                                    gradT                                 velocity                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                     si28                                      s32                                     ar36                                     ca40                                     ti44                                     cr48                                     fe52                                     fe54                                     fe56                                     ni56                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv                               log_D_semi                                log_D_ovr                               log_D_thrm 
                 1.0021953390497100E+000                  4.1689189892991536E+001                  2.5091244517759438E+004                  4.5192973265833842E+001                 -1.1425855365921779E+001                  4.0514984030572530E+000                  4.3820403868865977E+013                  8.6787083539969032E+001                  1.5487004601891251E+011                  1.3199271433593933E+000                  2.4899370689280340E-001                  7.4813455831579934E-001                  6.2739746069003210E-001                  8.0836961759046289E-001                  4.6677569431963004E+000                  4.0525216322637540E+001                  2.2659608930896460E-001                  2.2659608930896460E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2264495786779227E-001                  1.1382449522076560E-029                  1.1382449522076561E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5537330181192183E-031                  0.0000000000000000E+000                 -2.6278019165770566E+008                  6.1673419178835143E-001                  1.5130177722553212E-005                  3.6296174681954724E-001                  1.1650431840962375E-003                  6.0777185922715376E-003                  9.5761275869296787E-003                  2.0972172646170689E-003                  7.9877054986855604E-004                  5.7405403659567490E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.2132299132483126E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.0021953390492087E+000                  4.1689153801110137E+001                  2.5091244585939712E+004                  4.5193170900581947E+001                 -1.1425852394186490E+001                  4.0514988334139925E+000                  4.3820315517167469E+013                  8.6786901096266547E+001                  1.5486894990286670E+011                  1.3199266805055527E+000                  2.4899368355567936E-001                  7.4813448868340682E-001                  6.2739758590654116E-001                  8.0836961759046289E-001                  4.6677939465270919E+000                  4.0525376954054856E+001                  2.2659622803627430E-001                  2.2659622803627430E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2264546859309510E-001                  1.1382449522076560E-029                  1.1382449522076561E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5537330181192183E-031                  0.0000000000000000E+000                 -2.6277496888096955E+008                  6.1673419178835143E-001                  1.5130177722553211E-005                  3.6296174681954724E-001                  1.1650431840962378E-003                  6.0777185922715376E-003                  9.5761275869296787E-003                  2.0972172646170689E-003                  7.9877054986855604E-004                  5.7405403659567490E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.2132293576631991E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.0021953390483800E+000                  4.1689094095369512E+001                  2.5091244698726598E+004                  4.5193590825905225E+001                 -1.1425846080145970E+001                  4.0514997478129953E+000                  4.3820127804042547E+013                  8.6786513467871757E+001                  1.5486662105786432E+011                  1.3199256970282820E+000                  2.4899363396877286E-001                  7.4813434072745710E-001                  6.2739785196851250E-001                  8.0836961759046289E-001                  4.6678725686851124E+000                  4.0525718257220113E+001                  2.2659668599886124E-001                  2.2659668599886124E-001                  0.0000000000000000E+000                  1.6108081960045648E-003                  4.2264655372676985E-001                  1.1382449522076560E-029                  1.1382449522076561E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5537330181192183E-031                  0.0000000000000000E+000                 -2.6276219888152236E+008                  6.1673419178835143E-001                  1.5130177722553211E-005                  3.6296174681954724E-001                  1.1650431840962378E-003                  6.0777185922715376E-003                  9.5761275869296787E-003                  2.0972172646170689E-003                  7.9877054986855604E-004                  5.7405403659567490E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.2132281772173926E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  8.9163045613782579E+000 
                 1.0021953390463829E+000                  4.1688950257584125E+001                  2.5091244970432210E+004                  4.5194461013207970E+001                 -1.1425832996596695E+001                  4.0515016426537613E+000                  4.3819738867124531E+013                  8.6785710287153051E+001                  1.5486179566409412E+011                  1.3199236589128702E+000                  2.4899353120730824E-001                  7.4813403410925106E-001                  6.2739840334533659E-001                  8.0836961759046266E-001                  4.6680354897775320E+000                  4.0526425523430440E+001                  2.2659778925788110E-001                  2.2659778925788110E-001                  0.0000000000000000E+000                  9.5142982789253316E-003                  4.2264880226273766E-001                  1.1382449522076557E-029                  1.1382449522076559E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5537330181192174E-031                  0.0000000000000000E+000                 -2.6273573901268384E+008                  6.1673419178835132E-001                  1.5130177722553211E-005                  3.6296174681954724E-001                  1.1650431840962375E-003                  6.0777185922715367E-003                  9.5761275869296770E-003                  2.0972172646170685E-003                  7.9877054986855593E-004                  5.7405403659567479E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.2132257311921283E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  9.6876314243275736E+000 
                 1.0021953390425240E+000                  4.1688672316303766E+001                  2.5091245495413259E+004                  4.5196113206365055E+001                 -1.1425808157862845E+001                  4.0515052402598748E+000                  4.3819000594613219E+013                  8.6784185613904612E+001                  1.5485263587497589E+011                  1.3199197888018881E+000                  2.4899333607797255E-001                  7.4813345187905833E-001                  6.2739945034292366E-001                  8.0836961759046289E-001                  4.6683448104106589E+000                  4.0527768395954396E+001                  2.2659992102570614E-001                  2.2659992102570614E-001                  0.0000000000000000E+000                  2.3787979524186556E-002                  4.2265307100909161E-001                  1.1382449522076560E-029                  1.1382449522076561E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5537330181192183E-031                  0.0000000000000000E+000                 -2.6268551074338549E+008                  6.1673419178835143E-001                  1.5130177722553211E-005                  3.6296174681954724E-001                  1.1650431840962378E-003                  6.0777185922715367E-003                  9.5761275869296787E-003                  2.0972172646170689E-003                  7.9877054986855604E-004                  5.7405403659567490E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.2132210875553010E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.0085600490981818E+001 
                 1.0021953390352643E+000                  4.1688149487607660E+001                  2.5091246482791259E+004                  4.5199476915202851E+001                 -1.1425757599073725E+001                  4.0515125644123922E+000                  4.3817498326560281E+013                  8.6781082759701150E+001                  1.5483399576103137E+011                  1.3199119079238650E+000                  2.4899293873241832E-001                  7.4813226624493745E-001                  6.2740158241764254E-001                  8.0836961759046289E-001                  4.6689745073615505E+000                  4.0530502407841304E+001                  2.2660393069737036E-001                  2.2660393069737036E-001                  0.0000000000000000E+000                  3.1722909570245157E-002                  4.2266175979079945E-001                  1.1382449522076560E-029                  1.1382449522076561E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5537330181192183E-031                  0.0000000000000000E+000                 -2.6258329381831115E+008                  6.1673419178835143E-001                  1.5130177722553212E-005                  3.6296174681954724E-001                  1.1650431840962378E-003                  6.0777185922715376E-003                  9.5761275869296787E-003                  2.0972172646170689E-003                  7.9877054986855604E-004                  5.7405403659567490E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.2132116358158253E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.0210593892202203E+001 
                 1.0021953390198888E+000                  4.1687042213334571E+001                  2.5091248573260556E+004                  4.5207173695852873E+001                 -1.1425641965389488E+001                  4.0515293222648747E+000                  4.3814064904451695E+013                  8.6773989214942560E+001                  1.5479138659365378E+011                  1.3198938664006270E+000                  2.4899202912497315E-001                  7.4812955192731856E-001                  6.2740646347716500E-001                  8.0836961759046289E-001                  4.6704151035334682E+000                  4.0536758592319408E+001                  2.2661242091373451E-001                  2.2661242091373451E-001                  0.0000000000000000E+000                  2.3801085328153622E-002                  4.2268163100644107E-001                  1.1382449522076560E-029                  1.1382449522076561E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5537330181192183E-031                  0.0000000000000000E+000                 -2.6234961658617857E+008                  6.1673419178835143E-001                  1.5130177722553212E-005                  3.6296174681954724E-001                  1.1650431840962378E-003                  6.0777185922715376E-003                  9.5761275869296787E-003                  2.0972172646170689E-003                  7.9877054986855604E-004                  5.7405403659567490E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.2131900201699509E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.0085770941884055E+001 
                 1.0021953389834766E+000                  4.1684420466381795E+001                  2.5091253519435599E+004                  4.5222992584997705E+001                 -1.1425404531783681E+001                  4.0515637586633924E+000                  4.3807024937872836E+013                  8.6759436393025808E+001                  1.5470399158520099E+011                  1.3198567494192210E+000                  2.4899015787439291E-001                  7.4812396748679333E-001                  6.2741650585927722E-001                  8.0836961759046289E-001                  4.6733748712217107E+000                  4.0549617713775994E+001                  2.2663251586640634E-001                  2.2663251586640634E-001                  0.0000000000000000E+000                  9.5288726278339037E-003                  4.2272243032087609E-001                  1.1382449522076560E-029                  1.1382449522076561E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5537330181192183E-031                  0.0000000000000000E+000                 -2.6187021200504237E+008                  6.1673419178835143E-001                  1.5130177722553212E-005                  3.6296174681954718E-001                  1.1650431840962380E-003                  6.0777185922715376E-003                  9.5761275869296770E-003                  2.0972172646170689E-003                  7.9877054986855604E-004                  5.7405403659567501E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.2131456423954006E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  9.6881051947059742E+000 
                 1.0021953389134781E+000                  4.1679382262354174E+001                  2.5091263010561910E+004                  4.5250265500400957E+001                 -1.1424995865617445E+001                  4.0516231120844637E+000                  4.3794938287839156E+013                  8.6734426772933858E+001                  1.5455386296773657E+011                  1.3197926414827652E+000                  2.4898692613176379E-001                  7.4811432140680800E-001                  6.2743385246909655E-001                  8.0836961759046289E-001                  4.6784746612433175E+000                  4.0571790839157636E+001                  2.2667110692577405E-001                  2.2667110692577405E-001                  0.0000000000000000E+000                  1.5908528353148340E-003                  4.2279264712279896E-001                  1.1382449522076560E-029                  1.1382449522076561E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5537330181192183E-031                  0.0000000000000000E+000                 -2.6104640538994339E+008                  6.1673419178835143E-001                  1.5130177722553212E-005                  3.6296174681954718E-001                  1.1650431840962378E-003                  6.0777185922715376E-003                  9.5761275869296787E-003                  2.0972172646170689E-003                  7.9877054986855604E-004                  5.7405403659567490E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.2130692787977072E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  8.9104815345665678E+000 
